molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value,Canonical_Smiles,MW,LogP,HBD,HBA,pIC50
CHEMBL1093264,Ki,nM,190.0,Ki,uM,0.19,O=S(=O)([O-])O[C@@H]([C@H](O)[C@H](O)[C@@H](O)CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO,424.44600000000014,-6.017699999999992,8,12,6.721246399047171
CHEMBL1561,Ki,nM,1000.0,Ki,uM,1.0,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,207.226,-3.262099999999999,5,6,6.0
CHEMBL1276973,Ki,nM,30.0,Ki,uM,0.03,OC[C@@H]1[C@@H](O)[C@H](O)C[S+]1C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO.[Cl-],380.8430000000001,-8.4982,9,9,7.522878745280337
CHEMBL1208974,Ki,nM,1000.0,Ki,uM,1.0,O=S(=O)([O-])O[C@@H](CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,334.36800000000005,-4.100399999999994,5,9,6.0
CHEMBL1277062,Ki,nM,2300.0,Ki,uM,2.3,O=S(=O)(O)O[C@@H]([C@H](O)[C@H](O)[C@@H](O)CO)[C@H](O)CN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,437.4200000000002,-6.630499999999991,10,13,5.638272163982407
CHEMBL1277063,Ki,nM,1400.0,Ki,uM,1.4,Cl.OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,393.81700000000006,-6.03579999999999,10,11,5.853871964321762
CHEMBL1277152,Ki,nM,90000.0,Ki,uM,90.0,O=S(=O)(O)O[C@@H]([C@H](O)[C@H](O)[C@@H](O)CO)[C@H](O)CN1C[C@@H](O)[C@H](O)[C@H]1CO,407.3940000000002,-5.991399999999992,9,12,4.045757490560675
CHEMBL1277153,Ki,nM,80.0,Ki,uM,0.08,O=S(=O)([O-])O[C@@H]([C@H](O)[C@H](O)[C@@H](O)CO)[C@H](O)C[Se+]1C[C@@H](O)[C@H](O)[C@H]1CO,471.3390000000001,-5.139599999999993,8,12,7.096910013008056
CHEMBL1277240,Ki,nM,60.0,Ki,uM,0.06,Cl.OC[C@@H]1[C@@H](O)[C@H](O)CN1C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,363.79100000000005,-5.396699999999991,9,10,7.221848749616356
CHEMBL1277241,Ki,nM,20.0,Ki,uM,0.02,OC[C@@H]1[C@@H](O)[C@H](O)C[Se+]1C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CO.[Cl-],427.7360000000001,-7.620099999999992,9,9,7.698970004336019
CHEMBL1258644,Ki,nM,500.0,Ki,uM,0.5,CO[C@@H]([C@H](O)[C@@H](O)CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],364.84400000000005,-7.204999999999993,7,8,6.301029995663981
CHEMBL1258644,Ki,nM,500.0,Ki,uM,0.5,CO[C@@H]([C@H](O)[C@@H](O)CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],364.84400000000005,-7.204999999999993,7,8,6.301029995663981
CHEMBL1258529,Ki,nM,43.0,Ki,uM,0.043,OC[C@@H]1[C@@H](O)[C@H](O)C[S@@+]1C[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO.[Cl-],350.817,-7.859099999999992,8,8,7.366531544420414
CHEMBL574645,IC50,nM,3000.0,IC50,uM,3.0,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC12CC3CC(CC(C3)C1)C2,397.55600000000027,1.148899999999999,4,6,5.522878745280337
CHEMBL1086996,IC50,nM,500000.0,IC50,uM,500.0,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC12CC3CC(CC(C3)C1)C2,397.55600000000027,1.148899999999999,4,6,3.3010299956639813
CHEMBL3354025,IC50,nM,2000.0,IC50,uM,2.0,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1,415.5300000000001,1.799699999999999,4,6,5.698970004336019
CHEMBL3354038,IC50,nM,100000.0,IC50,uM,100.0,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1,415.5300000000001,1.799699999999999,4,6,4.0
CHEMBL3354062,IC50,nM,1500.0,IC50,uM,1.5,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccccc1-c1ccccc1,415.5300000000001,1.7996999999999994,4,6,5.823908740944319
CHEMBL3354063,IC50,nM,1500.0,IC50,uM,1.5,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1cccc(-c2ccccc2)c1,415.5300000000001,1.7996999999999992,4,6,5.823908740944319
CHEMBL3354620,IC50,nM,100000.0,IC50,uM,100.0,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CC(F)(F)CCCOCc1ccc(-c2ccccc2)cc1,451.51000000000016,2.0448999999999993,4,6,4.0
CHEMBL3354621,IC50,nM,9000.0,IC50,uM,9.0,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCC(F)(F)COCc1ccc(-c2ccccc2)cc1,451.51000000000016,2.0448999999999993,4,6,5.045757490560675
CHEMBL3354622,IC50,nM,2500.0,IC50,uM,2.5,C[C@H](OCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)c1ccc(-c2ccccc2)cc1,429.5570000000002,2.3607000000000005,4,6,5.6020599913279625
CHEMBL3354623,IC50,nM,4000.0,IC50,uM,4.0,C[C@@H](OCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)c1ccc(-c2ccccc2)cc1,429.5570000000002,2.3607000000000005,4,6,5.3979400086720375
CHEMBL3354624,IC50,nM,2500.0,IC50,uM,2.5,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1F,433.5200000000001,1.9387999999999992,4,6,5.6020599913279625
CHEMBL3354625,IC50,nM,3000.0,IC50,uM,3.0,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)c(F)c1,433.5200000000001,1.9387999999999992,4,6,5.522878745280337
CHEMBL3354626,IC50,nM,8000.0,IC50,uM,8.0,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1C(F)(F)F,483.5270000000001,2.8185000000000002,4,6,5.096910013008056
CHEMBL3354627,IC50,nM,7000.0,IC50,uM,7.0,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)c(C(F)(F)F)c1,483.5270000000001,2.8185000000000002,4,6,5.154901959985743
CHEMBL3354628,IC50,nM,100000.0,IC50,uM,100.0,C[C@H](OCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@@H]1CO)c1ccc(-c2ccccc2)cc1,429.5570000000002,2.3607000000000005,4,6,4.0
CHEMBL3354629,IC50,nM,100000.0,IC50,uM,100.0,C[C@@H](OCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@@H]1CO)c1ccc(-c2ccccc2)cc1,429.5570000000002,2.3607000000000005,4,6,4.0
CHEMBL3354630,IC50,nM,100000.0,IC50,uM,100.0,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccccc1-c1ccccc1,415.5300000000001,1.7996999999999994,4,6,4.0
CHEMBL3354631,IC50,nM,100000.0,IC50,uM,100.0,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1cccc(-c2ccccc2)c1,415.5300000000001,1.7996999999999992,4,6,4.0
CHEMBL3354632,IC50,nM,100000.0,IC50,uM,100.0,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CC(F)(F)CCCOCc1ccc(-c2ccccc2)cc1,451.51000000000016,2.0448999999999993,4,6,4.0
CHEMBL3354633,IC50,nM,100000.0,IC50,uM,100.0,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCC(F)(F)COCc1ccc(-c2ccccc2)cc1,451.51000000000016,2.0448999999999993,4,6,4.0
CHEMBL3354634,IC50,nM,100000.0,IC50,uM,100.0,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1C(F)(F)F,483.5270000000001,2.8185000000000002,4,6,4.0
CHEMBL3354635,IC50,nM,100000.0,IC50,uM,100.0,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)c(C(F)(F)F)c1,483.5270000000001,2.8185000000000002,4,6,4.0
CHEMBL3354636,IC50,nM,100000.0,IC50,uM,100.0,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1F,433.5200000000001,1.9387999999999992,4,6,4.0
CHEMBL3354637,IC50,nM,100000.0,IC50,uM,100.0,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)c(F)c1,433.5200000000001,1.9387999999999992,4,6,4.0
CHEMBL3407617,IC50,nM,6500.0,IC50,uM,6.5,COc1ccc(O)c(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)c1,403.4630000000001,4.4414000000000025,2,6,5.187086643357144
CHEMBL3407618,IC50,nM,10230.0,IC50,uM,10.23,O=C(N/N=C\c1ccccn1)c1ccc(-c2nc3ccccc3s2)cc1,358.42600000000004,4.122200000000003,1,5,4.99012436628784
CHEMBL3407620,IC50,nM,11290.0,IC50,uM,11.29,O=C(N/N=C/c1ccc(O)cc1)c1ccc(-c2nc3ccccc3s2)cc1,373.437,4.432800000000002,2,5,4.947306058075032
CHEMBL3407621,IC50,nM,8480.0,IC50,uM,8.48,O=C(N/N=C/c1cccs1)c1ccc(-c2nc3ccccc3s2)cc1,363.467,4.788700000000002,1,5,5.071604147743286
CHEMBL3407622,IC50,nM,11220.0,IC50,uM,11.22,O=C(N/N=C/c1cccc(O)c1O)c1ccc(-c2nc3ccccc3s2)cc1,389.43600000000004,4.1384000000000025,3,6,4.950007143079858
CHEMBL3407623,IC50,nM,6970.0,IC50,uM,6.97,COc1ccc(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)c(O)c1,403.4630000000001,4.441400000000003,2,6,5.15676722190199
CHEMBL3407624,IC50,nM,5550.0,IC50,uM,5.55,O=C(N/N=C/c1ccccc1O)c1ccc(-c2nc3ccccc3s2)cc1,373.437,4.432800000000002,2,5,5.255707016877324
CHEMBL3407625,IC50,nM,12750.0,IC50,uM,12.75,O=C(N/N=C\c1ccco1)c1ccc(-c2nc3ccccc3s2)cc1,347.399,4.3202000000000025,1,5,4.894489815230026
CHEMBL3407626,IC50,nM,15090.0,IC50,uM,15.09,O=C(N/N=C/c1ccc(O)c(O)c1)c1ccc(-c2nc3ccccc3s2)cc1,389.43600000000004,4.1384000000000025,3,6,4.82131076022441
CHEMBL3407627,IC50,nM,5580.0,IC50,uM,5.58,O=C(N/N=C/c1ccc(O)cc1O)c1ccc(-c2nc3ccccc3s2)cc1,389.43600000000004,4.138400000000002,3,6,5.253365801062421
CHEMBL3407630,IC50,nM,26380.0,IC50,uM,26.38,O=C(N/N=C/c1ccc([N+](=O)[O-])cc1)c1ccc(-c2nc3ccccc3s2)cc1,402.43500000000006,4.635400000000002,1,6,4.5787252087896535
CHEMBL404271,IC50,nM,906000.0,IC50,uM,906.0,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,645.6080000000004,-8.564500000000011,14,19,3.042871802323187
CHEMBL3407632,IC50,nM,7120.0,IC50,uM,7.12,O=C(N/N=C/c1ccc(F)cc1)c1ccc(-c2nc3ccccc3s2)cc1,375.428,4.8663000000000025,1,4,5.147520006363144
CHEMBL3407633,IC50,nM,16170.0,IC50,uM,16.17,COc1cc(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)cc(OC)c1,417.4900000000001,4.744400000000004,1,6,4.791289980093599
CHEMBL3407634,IC50,nM,8050.0,IC50,uM,8.05,O=C(N/N=C/c1ccccc1)c1ccc(-c2nc3ccccc3s2)cc1,357.43800000000005,4.7272000000000025,1,4,5.094204119632131
CHEMBL3407635,IC50,nM,28020.0,IC50,uM,28.02,O=C(N/N=C/c1ccc(F)c(Br)c1)c1ccc(-c2nc3ccccc3s2)cc1,454.3240000000001,5.628800000000004,1,4,4.552531869050244
CHEMBL3407636,IC50,nM,18330.0,IC50,uM,18.33,COc1ccc(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)cc1,387.46400000000006,4.735800000000004,1,5,4.736837535037783
CHEMBL3407637,IC50,nM,8370.0,IC50,uM,8.37,O=C(N/N=C/c1c(O)cc(O)cc1O)c1ccc(-c2nc3ccccc3s2)cc1,405.43500000000006,3.8440000000000003,4,7,5.07727454200674
CHEMBL3407638,IC50,nM,8070.0,IC50,uM,8.07,O=C(N/N=C/c1ccc(O)c(Br)c1)c1ccc(-c2nc3ccccc3s2)cc1,452.3330000000001,5.195300000000003,2,5,5.09312646527793
CHEMBL3407639,IC50,nM,5310.0,IC50,uM,5.31,O=C(N/N=C/c1ccc(Cl)cc1)c1ccc(-c2nc3ccccc3s2)cc1,391.88300000000004,5.380600000000003,1,4,5.274905478918531
CHEMBL3407640,IC50,nM,11090.0,IC50,uM,11.09,COc1cccc(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)c1,387.46400000000006,4.735800000000003,1,5,4.95506845385084
CHEMBL3407641,IC50,nM,9210.0,IC50,uM,9.21,O=C(N/N=C/c1cccc(O)c1)c1ccc(-c2nc3ccccc3s2)cc1,373.437,4.432800000000002,2,5,5.035740369803151
CHEMBL3407643,IC50,nM,53340.0,IC50,uM,53.34,COc1cc(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)ccc1O,403.4630000000001,4.441400000000003,2,6,4.272946988646143
CHEMBL3407644,IC50,nM,44800.0,IC50,uM,44.8,COc1ccc(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)c(I)c1O,529.3590000000002,5.046000000000003,2,6,4.3487219860018556
CHEMBL3407645,IC50,nM,11850.0,IC50,uM,11.85,O=C(N/N=C/c1cc(O)ccc1O)c1ccc(-c2nc3ccccc3s2)cc1,389.43600000000004,4.138400000000002,3,6,4.926281649653878
CHEMBL3407646,IC50,nM,11120.0,IC50,uM,11.12,O=C(N/N=C/c1cc(O)cc(O)c1)c1ccc(-c2nc3ccccc3s2)cc1,389.43600000000004,4.138400000000002,3,6,4.953895212753961
CHEMBL3814747,IC50,nM,2000.0,IC50,uM,2.0,CO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],304.79200000000003,-5.926799999999994,5,6,5.698970004336019
CHEMBL3814838,IC50,nM,960.0,IC50,uM,0.96,CCO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],318.8190000000001,-5.5366999999999935,5,6,6.017728766960431
CHEMBL3814555,IC50,nM,1500.0,IC50,uM,1.5,CCCCCO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],360.9000000000001,-4.3663999999999925,5,6,5.823908740944319
CHEMBL3814911,IC50,nM,640.0,IC50,uM,0.64,CCCCCCCO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],388.95400000000006,-3.586199999999996,5,6,6.1938200260161125
CHEMBL3814264,IC50,nM,1100.0,IC50,uM,1.1,CCCCCCCCCCCCCO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],473.1160000000001,-1.245599999999996,5,6,5.958607314841775
CHEMBL3814988,IC50,nM,690.0,IC50,uM,0.69,CC(C)CO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],346.87300000000005,-4.900599999999993,5,6,6.161150909262744
CHEMBL3815109,IC50,nM,470.0,IC50,uM,0.47,CC(C)(C)CO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],360.9000000000001,-4.5104999999999915,5,6,6.327902142064283
CHEMBL3814496,IC50,nM,150.0,IC50,uM,0.15,O=[N+]([O-])c1ccccc1CO[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],425.88700000000006,-4.448199999999994,5,8,6.823908740944319
CHEMBL239249,IC50,nM,4900.0,IC50,uM,4.9,O=S(=O)([O-])O[C@@H](CO)[C@H](O)C[S+]1C[C@@H](O)[C@H](O)[C@H]1CO,334.36800000000005,-4.100399999999994,5,9,5.309803919971486
CHEMBL1182462,IC50,nM,9000.0,IC50,uM,9.0,OC[C@@H]1[C@@H](O)[C@H](O)C[S+]1C[C@@H](O)[C@@H](O)CO,255.31199999999998,-3.584899999999999,6,6,5.045757490560675
CHEMBL476960,IC50,nM,1300.0,IC50,uM,1.3,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,267.278,-4.492399999999994,8,8,5.886056647693163
CHEMBL4299399,IC50,nM,15200.0,IC50,uM,15.2,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,645.6080000000004,-8.564500000000011,14,19,4.818156412055227
CHEMBL1561,IC50,nM,3700.0,IC50,uM,3.7,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,207.226,-3.262099999999999,5,6,5.431798275933005
CHEMBL1208974,Ki,nM,190.0,Ki,uM,0.19,O=S(=O)([O-])O[C@@H](CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,334.36800000000005,-4.100399999999994,5,9,6.721246399047171
CHEMBL4754034,Ki,nM,32000.0,Ki,uM,32.0,CCCC[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],242.768,-3.494899999999998,3,3,4.494850021680094
CHEMBL4749306,Ki,nM,6000.0,Ki,uM,6.0,CCCCCCCCCCCCCC[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],383.038,0.40610000000000107,3,3,5.221848749616356
CHEMBL4750690,Ki,nM,51000.0,Ki,uM,51.0,CCCCCCCC[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO.[Cl-],298.876,-1.9344999999999957,3,3,4.292429823902063
CHEMBL1208974,IC50,nM,4900.0,IC50,uM,4.9,O=S(=O)([O-])O[C@@H](CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,334.36800000000005,-4.100399999999994,5,9,5.309803919971486
CHEMBL1684162,IC50,nM,9000.0,IC50,uM,9.0,[O-][C@@H](CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,254.304,-4.2168999999999945,5,6,5.045757490560675
CHEMBL476960,IC50,nM,1300.0,IC50,uM,1.3,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,267.278,-4.492399999999994,8,8,5.886056647693163
CHEMBL404271,IC50,nM,15200.0,IC50,uM,15.2,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,645.6080000000004,-8.564500000000011,14,19,4.818156412055227
CHEMBL1561,IC50,nM,3700.0,IC50,uM,3.7,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,207.226,-3.262099999999999,5,6,5.431798275933005
CHEMBL4757019,IC50,nM,4800.0,IC50,uM,4.8,CCC[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,376.44900000000007,-2.931699999999997,5,9,5.318758762624412
CHEMBL4744484,IC50,nM,1700.0,IC50,uM,1.7,CCCCCC[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,418.53000000000014,-1.7613999999999972,5,9,5.769551078621726
CHEMBL4786471,IC50,nM,1200.0,IC50,uM,1.2,CCCCCCCC[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,446.5840000000002,-0.9811999999999981,5,9,5.920818753952375
CHEMBL4779172,IC50,nM,1500.0,IC50,uM,1.5,CCCCCCCCCC[C@@H](O)[C@H](OS(=O)(=O)[O-])[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,474.6380000000002,-0.20099999999999846,5,9,5.823908740944319
CHEMBL4757822,IC50,nM,2000.0,IC50,uM,2.0,CCCCCCCC[C@@H](O)[C@H](O)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO.CS(=O)(=O)[O-],462.62700000000024,-1.3042999999999976,6,9,5.698970004336019
CHEMBL4757984,IC50,nM,5000.0,IC50,uM,5.0,CCC[C@@H](O)[C@H](O)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO.CS(=O)(=O)[O-],392.49200000000013,-3.2547999999999977,6,9,5.301029995663981
CHEMBL4760193,Ki,nM,4200.0,Ki,uM,4.2,C/C=C/Cc1cc(-c2oc3c(C(C)(C)CC)c(O)cc(O)c3c(=O)c2O)cc(O)c1O,426.46500000000015,4.794200000000006,5,7,5.376750709602099
CHEMBL457303,Ki,nM,2300.0,Ki,uM,2.3,CC(C)=CCc1cc(-c2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2O)cc(O)c1O,438.47600000000017,5.005400000000007,5,7,5.638272163982407
CHEMBL115452,Ki,nM,5300.0,Ki,uM,5.3,CC(C)=CCc1cc(C(=O)/C=C/c2ccc(O)c(O)c2)c(O)cc1O,340.37500000000006,3.913800000000004,4,5,5.275724130399211
CHEMBL454551,IC50,nM,6700.0,IC50,uM,6.7,COc1ccc([C@@H]2N[C@@H](CO)[C@H](O)[C@H]2O)cc1O,255.27,-0.8722000000000001,5,6,5.173925197299173
CHEMBL4783560,IC50,nM,9300.0,IC50,uM,9.3,OC[C@@H]1N[C@@H](c2ccc(O)cc2)[C@H](O)[C@H]1O,225.24400000000003,-0.8808000000000002,5,5,5.031517051446065
CHEMBL307429,IC50,nM,1400.0,IC50,uM,1.4,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,163.173,-2.9667999999999988,5,5,5.853871964321762
CHEMBL4856375,IC50,nM,1000.0,IC50,uM,1.0,C[C@]1(CO)NC[C@H](O)[C@@H](O)[C@@H]1O.Cl,213.66100000000003,-2.154899999999999,5,5,6.0
CHEMBL307429,IC50,nM,8030.0,IC50,uM,8.03,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,163.173,-2.9667999999999988,5,5,5.095284454721319
CHEMBL5083981,IC50,nM,40560.0,IC50,uM,40.56,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,559.6120000000004,1.7940999999999991,4,11,4.391902053674721
CHEMBL5076041,IC50,nM,1780.0,IC50,uM,1.78,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OCCCCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,601.6930000000006,2.9644000000000004,4,11,5.749579997691106
CHEMBL5082173,IC50,nM,240.0,IC50,uM,0.24,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2OCCCCCCCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,643.7740000000008,4.134700000000003,4,11,6.619788758288394
CHEMBL5084733,IC50,nM,25000.0,IC50,uM,25.0,C=C1C(=O)O[C@@H]2/C=C(\C)[C@@H](O)C/C=C(\C)C[C@@H](OC(=O)/C(=C\C)COC(C)=O)[C@@H]12,404.4590000000002,2.5527000000000006,1,7,4.6020599913279625
CHEMBL5094636,IC50,nM,29000.0,IC50,uM,29.0,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C\COC(C)=O)CO)[C@@H]12,404.4590000000002,2.5543000000000005,1,7,4.5376020021010435
CHEMBL5077500,IC50,nM,25000.0,IC50,uM,25.0,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\CO)C[C@@H](OC(=O)/C(C)=C/C)[C@@H]12,346.42300000000006,3.0111000000000017,1,5,4.6020599913279625
CHEMBL5070918,IC50,nM,29000.0,IC50,uM,29.0,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C\C)CO)[C@@H]12,346.42300000000006,3.0111000000000017,1,5,4.5376020021010435
CHEMBL521162,IC50,nM,28000.0,IC50,uM,28.0,C=C1C(=O)O[C@@H]2/C=C(\C)C[C@H](O)/C=C(\C)C[C@@H](OC(=O)/C(=C\C)CO)[C@@H]12,362.4220000000001,1.9818999999999998,2,6,4.552841968657781
CHEMBL5075131,IC50,nM,25000.0,IC50,uM,25.0,C=C1C(=O)O[C@@H]2/C=C(\C)C[C@H](O)/C=C(\C)C[C@@H](OC(=O)/C(=C\C)COC(C)=O)[C@@H]12,404.4590000000002,2.5527000000000006,1,7,4.6020599913279625
CHEMBL5079023,IC50,nM,28000.0,IC50,uM,28.0,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\CC(=O)O)C[C@@H](OC(=O)/C(C)=C/C)[C@@H]12,374.43300000000005,3.493500000000002,1,5,4.552841968657781
CHEMBL5083965,IC50,nM,29000.0,IC50,uM,29.0,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C/C)CO)[C@@H]12,346.42300000000006,3.0111000000000017,1,5,4.5376020021010435
CHEMBL5088957,IC50,nM,25000.0,IC50,uM,25.0,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C/C)COC(C)=O)[C@@H]12,388.46000000000015,3.5819000000000027,0,6,4.6020599913279625
CHEMBL490011,IC50,nM,28000.0,IC50,uM,28.0,C=C1C(=O)O[C@@H]2/C=C(\C)CC/C=C(\C)C[C@@H](OC(=O)/C(=C/CO)CO)[C@@H]12,362.4220000000001,1.9834999999999996,2,6,4.552841968657781
CHEMBL50,IC50,nM,10800.0,IC50,uM,10.8,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,302.23800000000006,1.988,5,7,4.966576244513051
