molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value,Canonical_Smiles,MW,LogP,HBD,HBA,pIC50
CHEMBL5201393,IC50,nM,10500.0,IC50,uM,10.5,CC(C)=CCc1cc(C[C@@]2(C(=O)O)OC(=O)C(OC(C)(C)[C@@H](O)Cc3cc(C[C@@]4(C(=O)O)OC(=O)C(O)=C4c4ccc(O)cc4)ccc3O)=C2c2ccc(O)cc2)ccc1O,836.8430000000004,5.642500000000009,8,13,4.978810700930062
CHEMBL5172902,IC50,nM,1410000.0,IC50,mM,1.41,COc1cc2c(c(O)c1CO)C(=O)OC[C@@H]2O,240.21099999999996,0.09689999999999999,3,6,2.85078088734462
CHEMBL5196850,IC50,nM,166090.0,IC50,uM,166.09,COc1ccc(C(=O)Nc2cccc(C(=O)/C=C3/Nc4ccccc4NC3=O)c2)cc1,413.4330000000001,4.078300000000001,3,5,3.779656514902953
CHEMBL5201575,IC50,nM,40090.0,IC50,uM,40.09,O=C(/C=C/c1ccccc1)/C=C1/Nc2ccccc2NC1=O,290.32200000000006,3.2170000000000005,2,3,4.396963943749478
CHEMBL4571630,IC50,nM,276270.0,IC50,uM,276.27,COc1ccc(C2SCC(=O)N2c2ccc3nc(Cc4ccc(O)cc4)c(=O)[nH]c3c2)cc1,459.52700000000016,4.006700000000002,2,6,3.5586662723105182
CHEMBL5187552,IC50,nM,301150.0,IC50,uM,301.15,CC(C)c1nc2ccc(N3C(=O)CSC3c3ccc([N+](=O)[O-])cc3)cc2[nH]c1=O,410.4550000000001,3.7333000000000025,1,6,3.5212171324934007
CHEMBL5203236,IC50,nM,9990.0,IC50,uM,9.99,O=c1[nH]c2ccccc2nc1N/N=C/c1cccs1,270.317,2.4306,2,5,5.000434511774017
CHEMBL5194852,IC50,nM,13930.0,IC50,uM,13.93,COc1cccc(/C=N/Nc2nc3ccccc3[nH]c2=O)c1,294.3140000000001,2.3777,2,5,4.856048883576037
CHEMBL5207115,IC50,nM,22990.0,IC50,uM,22.99,O=c1[nH]c2ccccc2n2c(-c3ccc([N+](=O)[O-])cc3[N+](=O)[O-])ccc12,350.2900000000001,3.2642000000000015,1,5,4.638461028730721
CHEMBL5200953,IC50,nM,12910.0,IC50,uM,12.91,O=c1[nH]c2ccccc2n2c(-c3ccc(O)cc3O)ccc12,292.294,2.859000000000001,3,3,4.88907375773358
CHEMBL5179709,IC50,nM,12980.0,IC50,uM,12.98,O=c1[nH]c2ccccc2n2c(-c3ccc(Cl)c(Cl)c3)ccc12,329.186,4.754600000000002,1,1,4.88672530753565
CHEMBL5173825,IC50,nM,83780.0,IC50,uM,83.78,Cc1ccc(NC(=O)Cn2c(=O)c(C)nc3ccccc32)c([N+](=O)[O-])c1,352.3500000000001,2.5602400000000003,1,5,4.0768596439747995
CHEMBL5209522,IC50,nM,25800.0,IC50,uM,25.8,C=CCc1cc(-c2cc(CC=C)c3oc(SCc4nnc(-c5ccccc5Br)o4)nc3c2)c2oc(SCc3nnc(-c4ccccc4Br)o3)nc2c1,854.6059999999998,11.302599999999982,0,12,4.58838029403677
CHEMBL5178321,IC50,nM,25000.0,IC50,uM,25.0,C=CCc1cc(-c2cc(CC=C)c3oc(SCc4nnc(-c5ccccc5C)o4)nc3c2)c2oc(SCc3nnc(-c4ccccc4C)o3)nc2c1,724.8679999999998,10.39443999999999,0,12,4.6020599913279625
CHEMBL5202537,IC50,nM,18900.0,IC50,uM,18.9,C=CCc1cc(-c2cc(CC=C)c3oc(SCc4nnc(-c5cccc(C)c5)o4)nc3c2)c2oc(SCc3nnc(-c4cccc(C)c4)o3)nc2c1,724.8679999999998,10.39443999999999,0,12,4.723538195826756
CHEMBL5186121,IC50,nM,24500.0,IC50,uM,24.5,C=CCc1cc(-c2cc(CC=C)c3oc(SCc4nnc(-c5cccc(OC)c5)o4)nc3c2)c2oc(SCc3nnc(-c4cccc(OC)c4)o3)nc2c1,756.8659999999999,9.794799999999995,0,14,4.610833915635467
CHEMBL5195148,IC50,nM,52900.0,IC50,uM,52.9,C=CCc1cc(CSc2nnc(-c3cccc(OC)c3)o2)c(O)c(-c2ccc(O)c(CC=C)c2)c1,486.59300000000025,6.5727000000000055,2,7,4.276544327964814
CHEMBL404271,IC50,nM,24400.0,IC50,uM,24.4,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,645.6080000000004,-8.564500000000011,14,19,4.61261017366127
CHEMBL5202537,Ki,nM,20800.0,Ki,uM,20.8,C=CCc1cc(-c2cc(CC=C)c3oc(SCc4nnc(-c5cccc(C)c5)o4)nc3c2)c2oc(SCc3nnc(-c4cccc(C)c4)o3)nc2c1,724.8679999999998,10.39443999999999,0,12,4.681936665037238
CHEMBL80254,IC50,nM,56000.0,IC50,uM,56.0,OC[C@H]1NC[C@@H](O)[C@@H]1O,133.147,-2.3276999999999988,4,4,4.251811972993799
CHEMBL3751947,IC50,nM,2700.0,IC50,uM,2.7,OC[C@@H]1NC[C@@H](O)[C@@H]1O,133.147,-2.3276999999999988,4,4,5.568636235841013
CHEMBL5175772,IC50,nM,890.0,IC50,uM,0.89,Cc1cc(O)c2c(c1)-c1c(-c3ccc(O)cc3)c(=O)oc3c1c-2c(O)c1cccc(O)c13,424.4080000000002,5.391420000000005,4,6,6.050609993355087
CHEMBL5194087,IC50,nM,1580.0,IC50,uM,1.58,Cc1cc(O)c2c(c1)-c1c(-c3c[nH]c4ccccc34)c(=O)oc3c1c-2c(O)c1cccc(O)c13,447.44600000000025,6.167120000000005,4,5,5.801342913045577
CHEMBL5175917,IC50,nM,15300.0,IC50,uM,15.3,CC/C=C\C/C=C\CCC(=O)O[C@@]12[C@H](OC(=O)[C@@H](C)CC)[C@@H](C)[C@@]3(O)[C@@H](C(=O)C(CO)=C[C@]4(O)C(=O)C(C)=C[C@@H]34)[C@@H]1C2(C)C,612.7600000000002,3.9497000000000027,3,9,4.815308569182401
CHEMBL5289805,IC50,nM,73800.0,IC50,uM,73.8,CC(C)=CCc1c(O)ccc2c1O/C(=C\c1ccc(O)cc1)C2=O,322.36,4.222700000000003,2,4,4.131943638176958
CHEMBL5274141,IC50,nM,62100.0,IC50,uM,62.1,CC(C)(O)[C@H]1Cc2ccc3c(c2C1)O/C(=C\c1ccc(O)c(O)c1)C3=O,352.3860000000001,3.1997000000000027,3,5,4.20690839982342
CHEMBL5281437,IC50,nM,87600.0,IC50,uM,87.6,COc1ccc(CNC(=O)c2c(NC(=O)c3cccnc3)sc3c2CCC3)cc1,407.4950000000002,3.822700000000002,2,5,4.057495893831919
CHEMBL5267745,IC50,nM,82500.0,IC50,uM,82.5,O=C(Nc1sc2c(c1C(=O)NCc1ccccc1)CCC2)c1cccnc1,377.46900000000016,3.8141000000000025,2,4,4.0835460514500745
CHEMBL5283691,IC50,nM,93600.0,IC50,uM,93.6,COc1cc(CNC(=O)c2c(NC(=O)c3cccnc3)sc3c2CCC3)ccc1O,423.49400000000026,3.528300000000002,3,6,4.028724151261895
CHEMBL5286422,IC50,nM,30200.0,IC50,uM,30.2,COc1ccc(CNC(=O)c2c(NC(=O)c3cccnc3)sc3c2CCCC3)cc1,421.5220000000002,4.212800000000002,2,5,4.519993057042849
CHEMBL5270418,IC50,nM,45300.0,IC50,uM,45.3,O=C(Nc1sc2c(c1C(=O)NCc1ccccc1)CCCC2)c1cccnc1,391.4960000000002,4.204200000000003,2,4,4.343901797987168
CHEMBL5285158,IC50,nM,64100.0,IC50,uM,64.1,O=C(Nc1sc2c(c1C(=O)NCc1ccccn1)CCCC2)c1cccnc1,392.4840000000002,3.5992000000000024,2,5,4.193141970481182
CHEMBL5271561,IC50,nM,507000.0,IC50,uM,507.0,O=C(Nc1sc2c(c1C(=O)NCc1cccnc1)CCCC2)c1cccnc1,392.4840000000002,3.5992000000000024,2,5,3.294992040666664
CHEMBL5273222,IC50,nM,9900.0,IC50,uM,9.9,COc1cc(CNC(=O)c2c(NC(=O)c3cccnc3)sc3c2CCCC3)ccc1O,437.5210000000003,3.918400000000003,3,6,5.00436480540245
CHEMBL5283357,IC50,nM,87800.0,IC50,uM,87.8,COC(=O)c1ccc(CNC(=O)c2c(NC(=O)c3cccnc3)sc3c2CCCC3)cc1,449.5320000000002,3.990800000000003,2,6,4.056505484093897
CHEMBL5268974,IC50,nM,63400.0,IC50,uM,63.4,O=C(Nc1sc2c(c1C(=O)NCc1ccccc1)CCCCC2)c1cccnc1,405.52300000000025,4.594300000000004,2,4,4.1979107421182675
CHEMBL5269761,IC50,nM,35400.0,IC50,uM,35.4,COc1cc(CNC(=O)c2c(NC(=O)c3cccnc3)sc3c2CCCCC3)ccc1O,451.54800000000034,4.308500000000004,3,6,4.450996737974212
CHEMBL404271,IC50,nM,258500.0,IC50,uM,258.5,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,645.6080000000004,-8.564500000000011,14,19,3.587539452570039
CHEMBL1561,IC50,nM,154300.0,IC50,uM,154.3,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,207.226,-3.262099999999999,5,6,3.811634073936852
CHEMBL404271,IC50,nM,40730.0,IC50,uM,40.73,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,645.6080000000004,-8.564500000000011,14,19,4.390085589914002
CHEMBL5270854,IC50,nM,30450.0,IC50,uM,30.45,C=CCc1cc(-c2ccc(O)c(CC=C)c2)c(O)c(C(c2ccc(OC)cc2)N2CCCCC2)c1,469.6250000000003,6.805700000000008,2,4,4.516412703031106
CHEMBL5280017,IC50,nM,23510.0,IC50,uM,23.51,C=CCc1cc(-c2ccc(O)c(CC=C)c2)c(O)c(C(c2cc(Cl)cc(Cl)c2)N2CCCCC2)c1,508.4890000000003,8.103900000000007,2,3,4.628747370875061
CHEMBL5286499,IC50,nM,14940.0,IC50,uM,14.94,C=CCc1cc(-c2ccc(O)c(CC=C)c2)c(O)c(C(c2cc(Cl)cc(Cl)c2)N2CCC(C)CC2)c1,522.5160000000003,8.349900000000005,2,3,4.82564940252062
CHEMBL5273816,IC50,nM,13780.0,IC50,uM,13.78,C=CCc1cc(-c2ccc(O)c(CC=C)c2)c(O)c(C(c2cc(Cl)cc(Cl)c2)N2CCOCC2)c1,510.4610000000003,6.950200000000008,2,4,4.860750782428393
CHEMBL5269617,IC50,nM,18580.0,IC50,uM,18.58,C=CCc1cc(-c2cc(CC=C)c(O)c(C(c3ccc(Cl)cc3)N3CCOCC3)c2)c(O)c(C(c2ccc(Cl)cc2)N2CCOCC2)c1,685.692,8.37180000000001,2,6,4.730954290342377
CHEMBL5286499,Ki,nM,1700.0,Ki,uM,1.7,C=CCc1cc(-c2ccc(O)c(CC=C)c2)c(O)c(C(c2cc(Cl)cc(Cl)c2)N2CCC(C)CC2)c1,522.5160000000003,8.349900000000005,2,3,5.769551078621726
CHEMBL5273816,Ki,nM,3270.0,Ki,uM,3.27,C=CCc1cc(-c2ccc(O)c(CC=C)c2)c(O)c(C(c2cc(Cl)cc(Cl)c2)N2CCOCC2)c1,510.4610000000003,6.950200000000008,2,4,5.485452247339714
CHEMBL480722,IC50,nM,1080.0,IC50,uM,1.08,CC(C)=CCC/C(C)=C/Cc1c(O)cc(O)c(C(=O)/C=C/c2ccc(O)cc2)c1O,408.4940000000001,5.640300000000008,4,5,5.966576244513051
CHEMBL404271,IC50,nM,39600.0,IC50,uM,39.6,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,645.6080000000004,-8.564500000000011,14,19,4.402304814074488
CHEMBL4856778,IC50,nM,13000.0,IC50,uM,13.0,O=c1c2cc(O)c(O)cc2oc2cc(O)c([C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c(O)c12,422.3420000000001,-0.7165000000000005,8,11,4.886056647693163
CHEMBL3093492,IC50,nM,65800.0,IC50,uM,65.8,COc1cc(O)c2c(=O)c3c(OC)c(OC)ccc3oc2c1OC,332.3080000000001,2.6862000000000004,1,7,4.181774106386045
CHEMBL5282121,IC50,nM,71200.0,IC50,uM,71.2,COc1ccc2oc3cc(O)cc(O)c3c(=O)c2c1O,274.228,2.071600000000001,3,6,4.147520006363144
CHEMBL3093478,IC50,nM,31800.0,IC50,uM,31.8,COc1cc(O)c2c(=O)c3cc(O)ccc3oc2c1,258.229,2.3659999999999997,2,5,4.497572880015567
CHEMBL361025,IC50,nM,31800.0,IC50,uM,31.8,O=c1c2cc(O)ccc2oc2cc(O)cc(O)c12,244.20199999999997,2.063,3,5,4.497572880015567
CHEMBL5287329,IC50,nM,18000.0,IC50,uM,18.0,COc1ccc2oc3cc(O)cc(O)c3c(=O)c2c1OC,288.25500000000005,2.3746,2,6,4.7447274948966935
CHEMBL5280310,IC50,nM,82200.0,IC50,uM,82.2,COc1cc(O)c2c(=O)c3c(O)ccc(O)c3oc2c1OC,304.2540000000001,2.0801999999999996,3,7,4.0851281824599495
CHEMBL5276460,IC50,nM,40100.0,IC50,uM,40.1,COc1cc(O)c2c(=O)c3c(OC)ccc(OC)c3oc2c1OC,332.3080000000001,2.6862000000000013,1,7,4.396855627379818
CHEMBL5290214,IC50,nM,75800.0,IC50,uM,75.8,COc1cc(O)c2c(=O)c3c(OC)ccc(OC)c3oc2c1,302.28200000000004,2.677600000000001,1,6,4.120330794367947
CHEMBL187043,IC50,nM,7090.0,IC50,uM,7.09,O=c1c2c(O)cc(O)cc2oc2ccc(O)c(O)c12,260.20099999999996,1.7686000000000002,4,6,5.149353764816933
CHEMBL5287286,IC50,nM,84500.0,IC50,uM,84.5,COc1cc(O[C@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)c2c(=O)c3ccc(O)c(OC)c3oc2c1,450.3960000000003,-0.15230000000000032,5,11,4.073143291050307
CHEMBL5289610,IC50,nM,500000.0,IC50,uM,500.0,COc1cc(O)c2c(=O)c3c(O)c(C4O[C@@H](O)[C@H](O)[C@H](O[C@@H]5O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]5O)[C@@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)ccc3oc2c1,698.6270000000003,-2.4579999999999966,10,18,3.3010299956639813
CHEMBL5280602,IC50,nM,133700.0,IC50,uM,133.7,O=c1c2c(O[C@H]3O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]3O)cc(O)cc2oc2ccc(O)c(O)c12,422.3420000000002,-0.7583000000000001,7,11,3.8738685927380154
CHEMBL5287620,IC50,nM,394900.0,IC50,uM,394.9,COc1cc(O)c2c(=O)c3c(O)c(O[C@H]4O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]4O)ccc3oc2c1OC,466.39500000000015,-0.44670000000000076,6,12,3.4035128662634557
CHEMBL5266980,IC50,nM,115000.0,IC50,uM,115.0,COc1cc(O)c2c(=O)c3c(O)c(O[C@H]4O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]4O)ccc3oc2c1,436.3690000000001,-0.4553000000000005,6,11,3.939302159646388
CHEMBL5279492,IC50,nM,83800.0,IC50,uM,83.8,COc1cc(O[C@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)c2c(=O)c3c(OC)c(OC)ccc3oc2c1,464.42300000000034,0.1506999999999994,4,11,4.076755981369724
CHEMBL5270478,IC50,nM,500000.0,IC50,uM,500.0,COc1cc(O)c2c(=O)c3c(OC)cc(O)cc3oc2c1OC,318.28100000000006,2.3831999999999995,2,7,3.3010299956639813
CHEMBL467590,IC50,nM,500000.0,IC50,uM,500.0,COc1cc(O)c2c(=O)c3c(OC)c(O)ccc3oc2c1,288.255,2.3746,2,6,3.3010299956639813
CHEMBL1709767,IC50,nM,5420.0,IC50,uM,5.42,COc1cc(O)c2c(=O)c3c(O)c(O)ccc3oc2c1OC,304.2540000000001,2.0801999999999996,3,7,5.266000713461613
CHEMBL3704820,IC50,nM,107800.0,IC50,uM,107.8,COc1cc(O)c2c(=O)c3c(O)c(OC)ccc3oc2c1,288.255,2.3746,2,6,3.96738123914928
CHEMBL26323,IC50,nM,142100.0,IC50,uM,142.1,COc1cc(O)c2c(=O)c3c(OC)c(OC)ccc3oc2c1,302.28200000000004,2.677600000000001,1,6,3.84740592207253
CHEMBL187044,IC50,nM,30600.0,IC50,uM,30.6,COc1cc(O)c2c(=O)c3c(O)c(O)ccc3oc2c1,274.228,2.0716,3,6,4.514278573518419
CHEMBL184574,IC50,nM,5300.0,IC50,uM,5.3,O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O)c12,260.20099999999996,1.7685999999999997,4,6,5.275724130399211
CHEMBL3093493,IC50,nM,77400.0,IC50,uM,77.4,COc1cc(O)c2c(=O)c3c(OC)c(O)ccc3oc2c1OC,318.28100000000006,2.3831999999999995,2,7,4.111259039317107
CHEMBL2409395,IC50,nM,75800.0,IC50,uM,75.8,COc1cc(O)c2c(=O)c3c(O)c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)ccc3oc2c1,582.5110000000001,-1.6034999999999995,8,15,4.120330794367947
CHEMBL512072,IC50,nM,500000.0,IC50,uM,500.0,O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c12,422.3420000000001,-0.7583000000000004,7,11,3.3010299956639813
CHEMBL5271324,IC50,nM,31100.0,IC50,uM,31.1,COc1cc(O)c2c(=O)c3c(O)c(O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)ccc3oc2c1,552.4850000000001,-0.9643999999999999,7,14,4.507239610973162
CHEMBL5267559,IC50,nM,140400.0,IC50,uM,140.4,O=c1c2c(O)c(O)ccc2oc2cc(O)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c12,438.3410000000001,-1.0527000000000006,8,12,3.8526328922062136
CHEMBL404271,IC50,nM,39800.0,IC50,uM,39.8,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,645.6080000000004,-8.564500000000011,14,19,4.400116927926312
CHEMBL4856778,IC50,nM,13300.0,IC50,uM,13.3,O=c1c2cc(O)c(O)cc2oc2cc(O)c([C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)c(O)c12,422.3420000000001,-0.7165000000000005,8,11,4.876148359032914
CHEMBL5282121,IC50,nM,71600.0,IC50,uM,71.6,COc1ccc2oc3cc(O)cc(O)c3c(=O)c2c1O,274.228,2.071600000000001,3,6,4.145086977692144
CHEMBL5287329,IC50,nM,18300.0,IC50,uM,18.3,COc1ccc2oc3cc(O)cc(O)c3c(=O)c2c1OC,288.25500000000005,2.3746,2,6,4.73754891026957
CHEMBL187043,IC50,nM,7300.0,IC50,uM,7.3,O=c1c2c(O)cc(O)cc2oc2ccc(O)c(O)c12,260.20099999999996,1.7686000000000002,4,6,5.136677139879544
CHEMBL5287286,IC50,nM,87600.0,IC50,uM,87.6,COc1cc(O[C@H]2O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]2O)c2c(=O)c3ccc(O)c(OC)c3oc2c1,450.3960000000003,-0.15230000000000032,5,11,4.057495893831919
CHEMBL5287620,IC50,nM,134500.0,IC50,uM,134.5,COc1cc(O)c2c(=O)c3c(O)c(O[C@H]4O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]4O)ccc3oc2c1OC,466.39500000000015,-0.44670000000000076,6,12,3.871277715661573
CHEMBL5266980,IC50,nM,395000.0,IC50,uM,395.0,COc1cc(O)c2c(=O)c3c(O)c(O[C@H]4O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]4O)ccc3oc2c1,436.3690000000001,-0.4553000000000005,6,11,3.40340290437354
CHEMBL5290427,IC50,nM,114800.0,IC50,uM,114.8,COc1cc(O)c2c(=O)c3cc(O[C@H]4O[C@@H](CO)[C@H](O)[C@H](O)[C@@H]4O)ccc3oc2c1OC,450.39600000000013,-0.15230000000000032,5,11,3.940058111938045
CHEMBL5270478,IC50,nM,20200.0,IC50,uM,20.2,COc1cc(O)c2c(=O)c3c(OC)cc(O)cc3oc2c1OC,318.28100000000006,2.3831999999999995,2,7,4.694648630553377
CHEMBL3704820,IC50,nM,108200.0,IC50,uM,108.2,COc1cc(O)c2c(=O)c3c(O)c(OC)ccc3oc2c1,288.255,2.3746,2,6,3.9657727392294495
CHEMBL26323,IC50,nM,142200.0,IC50,uM,142.2,COc1cc(O)c2c(=O)c3c(OC)c(OC)ccc3oc2c1,302.28200000000004,2.677600000000001,1,6,3.8471004036062526
CHEMBL184574,IC50,nM,5200.0,IC50,uM,5.2,O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O)c12,260.20099999999996,1.7685999999999997,4,6,5.2839966563652006
CHEMBL5271324,IC50,nM,31600.0,IC50,uM,31.6,COc1cc(O)c2c(=O)c3c(O)c(O[C@@H]4OC[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)ccc3oc2c1,552.4850000000001,-0.9643999999999999,7,14,4.500312917381596
CHEMBL219553,IC50,nM,103100.0,IC50,uM,103.1,COc1cc(O)cc(CCc2ccc(O)c(OC)c2)c1,274.316,2.9002000000000008,2,4,3.9867413347164833
CHEMBL450788,IC50,nM,148800.0,IC50,uM,148.8,COc1cc(O)cc(CCc2cccc(O)c2)c1,244.29,2.8916000000000013,2,3,3.82739706879014
CHEMBL5282250,IC50,nM,199500.0,IC50,uM,199.5,COc1ccc(CCc2cc(O)c(O)c(OC)c2)cc1,274.316,2.9002000000000017,2,4,3.700057099977233
CHEMBL5281130,IC50,nM,9460000.0,IC50,uM,9460.0,COc1cc([C@@H]2Oc3cc(CCc4ccc(O)cc4)cc(OC)c3O[C@H]2CO)cc(OC)c1O,468.50200000000024,3.7822000000000036,3,8,2.024108863598207
CHEMBL5266364,IC50,nM,213900.0,IC50,uM,213.9,COc1cc(CCc2cccc(O)c2)cc(O)c1O,260.289,2.5972000000000017,3,4,3.669789215428472
CHEMBL404271,IC50,nM,763500.0,IC50,uM,763.5,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,645.6080000000004,-8.564500000000011,14,19,3.11719095860756
CHEMBL404271,IC50,nM,750000.0,IC50,uM,750.0,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,645.6080000000004,-8.564500000000011,14,19,3.1249387366083
CHEMBL5271893,IC50,nM,5400.0,IC50,uM,5.4,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)NCc2ccc(C)cc2)nn1,603.6830000000002,5.084120000000003,3,8,5.267606240177032
CHEMBL5277262,IC50,nM,11600.0,IC50,uM,11.6,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)NCc2ccccc2)nn1,589.6560000000003,4.775700000000002,3,8,4.935542010773082
CHEMBL5281806,IC50,nM,6000.0,IC50,uM,6.0,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccc([N+](=O)[O-])cc2)nn1,620.6260000000002,5.006200000000002,3,10,5.221848749616356
CHEMBL5266791,IC50,nM,140200.0,IC50,uM,140.2,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccc(Br)cc2)nn1,654.5250000000002,5.860500000000004,3,8,3.85325198636936
CHEMBL5282594,IC50,nM,6700.0,IC50,uM,6.7,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccc(Cl)cc2)nn1,610.0740000000002,5.751400000000004,3,8,5.173925197299173
CHEMBL5268812,IC50,nM,5000.0,IC50,uM,5.0,COc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3OC)nn2)cc1,605.6550000000001,5.106600000000004,3,9,5.301029995663981
CHEMBL5277625,IC50,nM,7200.0,IC50,uM,7.2,CCc1ccc(NC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3OC)nn2)cc1,603.683,5.660400000000004,3,8,5.142667503568732
CHEMBL5287920,IC50,nM,10600.0,IC50,uM,10.6,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccc(C)cc2C)nn1,603.6830000000001,5.714840000000003,3,8,4.97469413473523
CHEMBL5287798,IC50,nM,13000.0,IC50,uM,13.0,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccc(C)cc2)nn1,589.6560000000002,5.406420000000003,3,8,4.886056647693163
CHEMBL5275387,IC50,nM,11700.0,IC50,uM,11.7,COc1cc(C2Nc3ccccc3C(=O)N2Nc2ccccc2)ccc1OCc1cn(CC(=O)Nc2ccccc2)nn1,575.6290000000002,5.0980000000000025,3,8,4.931814138253838
CHEMBL5268702,IC50,nM,8300.0,IC50,uM,8.3,Cc1ccc(CNC(=O)Cn2cc(COc3ccc(C4Nc5ccccc5C(=O)N4Nc4ccccc4)cc3)nn2)cc1,573.657,5.0755200000000045,3,7,5.080921907623926
CHEMBL5286942,IC50,nM,12000.0,IC50,uM,12.0,O=C(Cn1cc(COc2ccc(C3Nc4ccccc4C(=O)N3Nc3ccccc3)cc2)nn1)NCc1ccccc1,559.6300000000002,4.767100000000004,3,7,4.920818753952375
CHEMBL5279383,IC50,nM,12000.0,IC50,uM,12.0,O=C(Cn1cc(COc2ccc(C3Nc4ccccc4C(=O)N3Nc3ccccc3)cc2)nn1)Nc1ccc([N+](=O)[O-])cc1,590.6000000000001,4.997600000000003,3,9,4.920818753952375
CHEMBL5283167,IC50,nM,8000.0,IC50,uM,8.0,O=C(Cn1cc(COc2ccc(C3Nc4ccccc4C(=O)N3Nc3ccccc3)cc2)nn1)Nc1ccc(Br)cc1,624.4990000000001,5.851900000000004,3,7,5.096910013008056
